jarak
0
50
3198
3190
3183
3162
3165
3170
3222
3173
3183
3170
3202
3196
3207
3186
3165
3176
47
3185
48
3189
3214
47
3181
3202
3170
3202
3179
3171
50
3165
3195
48
3181
48
50
49
49
49
49
50
49
49
50
50
49
49
49
50
51
49
49
49
50
50
50
50
50
50
50
50
50
50
50
50
50
52
3189
49
3191
48
3188
3184
3151
48
3176
3186
3167
3230
3171
50
3176
3194
50
3204
3203
3200
3186
3161
3202
3197
3184
3187
3200
3216
3190
3200
3197
3214
3190
3226
3189
3211
3209
3197
3219
3190
3214
3176
3220
3225
3209
3200
3173
3220
3204
3219
3206
3218
3240
3201
3199
3177
3168
3187
3180
3181
3205
3199
3167
3219
3226
3196
3183
3181
3206
3192
3203
3215
3225
3207
3174
3195
3224
3187
3177
3166
3164
3187
3193
3186
3214
3172
3191
3230
3215
3203
3205
3221
3203
3203
50
3168
3221
3199
3193
3183
3202
3200
3188
3213
3228
3186
3181
3199
3179
3197
3231
3176
3194
50
3220
3194
3195
3198
3188
3174
3202
3228
3191
3199
3211
3214
3236
3196
3211
3190
3170
3177
3231
3196
3191
3182
3177
3208
3213
3177
3207
3205
3222
3204
3176
3175
3214
3158
3191
3187
3200
3171
3188
3216
3174
3195
3208
3199
3191
3159
3185
3197
3178
3179
3165
3189
3211
3179
3217
3181
3216
3208
3191
3176
3198
3174
3196
3173
3206
3204
3206
3220
3175
3163
3191
3197
3199
3184
3184
3194
3193
3202
3182
3195
3179
3216
3208
3180
3202
3202
3195
3207
3173
3187
3188
3182
3172
3211
3191
3189
3202
3178
3187
3175
3215
3190
3198
3207
3201
3161
3204
3143
3200
3197
3192
3218
3190
3182
3212
3205
3202
3208
3195
3207
3178
3162
3185
3198
3189
3207
3200
3164
3191
3164
3187
3210
3194
3189
3192
3184
3179
3177
3189
3189
3201
3185
3188
3207
3199
3210
3204
3168
3160
3203
3223
3211
3179
3199
3170
3183
3183
3190
3181
3182
3203
3216
3200
3209
3183
3208
3167
3213
3186
3202
3234
3202
3205
3211
3216
3211
3181
3154
3184
3168
3207
3185
3185
3216
3188
3180
3184
3197
3181
3220
3219
3177
3170
3209
3158
3211
3174
3197
3192
3167
3190
3191
3206
3149
3203
3210
3208
3189
3207
3197
3183
3175
3183
3181
3179
3183
3163
3191
3205
3174
3200
3172
3199
3197
3183
3196
3194
3190
3170
3191
63
64
65
3206
3191
3157
3175
3208
3175
3214
3180
3175
3172
3187
3190
3142
3196
3180
3188
3198
3168
3175
3217
3187
3199
3204
3168
62
62
62
62
63
63
63
62
62
62
63
63
62
62
62
63
63
63
63
64
63
63
63
63
63
63
63
64
64
63
64
3201
3190
3213
3196
3191
3185
3187
3194
3178
3188
3196
3173
3190
3160
3160
3176
3216
3201
3155
3174
3191
3137
3172
3126
3180
3207
3197
3165
3198
3168
3175
3172
3164
3190
3164
3195
3184
3177
3218
3224
3214
3177
3181
3200
3159
3192
3169
3144
3208
3177
3208
3203
3175
3169
3166
3172
3184
3181
3184
3197
3204
3201
3166
3186
3180
3178
3165
3193
3170
3182
3172
3192
3169
3179
3294
3272
3377
